(156, 130)
(156, 130)
(155, 130)
(155, 129)
(154, 129)
(154, 128)
(153, 128)
(153, 127)
(152, 127)
(152, 126)
(151, 126)
(151, 125)
(150, 125)
(150, 124)
(149, 124)
(149, 123)
(148, 123)
(148, 122)
(147, 122)
(147, 121)
(146, 121)
(146, 120)
(145, 120)
(145, 119)
(144, 119)
(144, 118)
(143, 118)
(143, 117)
(142, 117)
(142, 116)
(141, 116)
(141, 115)
(140, 115)
(140, 114)
(139, 114)
(139, 113)
(138, 113)
(138, 112)
(137, 112)
(137, 111)
(136, 111)
(136, 110)
(135, 110)
(135, 109)
(134, 109)
(134, 108)
(133, 108)
(133, 107)
(132, 107)
(132, 106)
(131, 106)
(131, 105)
(130, 105)
(130, 104)
(129, 104)
(129, 103)
(128, 103)
(128, 102)
(127, 102)
(127, 101)
(126, 101)
(126, 100)
(125, 100)
(125, 99)
(124, 99)
(124, 98)
(123, 98)
(123, 97)
(122, 97)
(122, 96)
(121, 96)
(121, 95)
(120, 95)
(120, 94)
(119, 94)
(119, 93)
(118, 93)
(118, 92)
(117, 92)
(117, 91)
(116, 91)
(116, 90)
(115, 90)
(115, 89)
(114, 89)
(114, 88)
(113, 88)
(113, 87)
(112, 87)
(112, 86)
(111, 86)
(111, 85)
(110, 85)
(110, 84)
(109, 84)
(109, 83)
(108, 83)
(108, 82)
(107, 82)
(107, 81)
(106, 81)
(106, 80)
(105, 80)
(105, 79)
(104, 79)
(104, 78)
(103, 78)
(103, 77)
(102, 77)
(102, 76)
(101, 76)
(101, 75)
(100, 75)
(100, 74)
(99, 74)
(99, 73)
(98, 73)
(98, 72)
(97, 72)
(97, 71)
(96, 71)
(96, 70)
(95, 70)
(95, 69)
(94, 69)
(94, 68)
(93, 68)
(93, 67)
(92, 67)
(92, 66)
(91, 66)
(91, 65)
(90, 65)
(90, 64)
(89, 64)
(89, 63)
(88, 63)
(88, 62)
(87, 62)
(87, 61)
(86, 61)
(86, 60)
(85, 60)
(85, 59)
(84, 59)
(84, 58)
(83, 58)
(83, 57)
(82, 57)
(82, 56)
(81, 56)
(81, 55)
(80, 55)
(80, 54)
(79, 54)
(79, 53)
(78, 53)
(78, 52)
(77, 52)
(77, 51)
(76, 51)
(76, 50)
(75, 50)
(75, 49)
(74, 49)
(74, 48)
(73, 48)
(73, 47)
(72, 47)
(72, 46)
(71, 46)
(71, 45)
(70, 45)
(70, 44)
(69, 44)
(69, 43)
(68, 43)
(68, 42)
(67, 42)
(67, 41)
(66, 41)
(66, 40)
(65, 40)
(65, 39)
(64, 39)
(64, 38)
(63, 38)
(63, 37)
(63, 36)
(63, 35)
(63, 34)
(63, 33)
(63, 32)
(63, 31)
(63, 30)
(63, 29)
(63, 28)
(63, 27)
