(123, 66)
(123, 67)
(123, 68)
(122, 68)
(122, 69)
(123, 69)
(122, 70)
(122, 67)
(122, 71)
(123, 70)
(122, 72)
(122, 73)
(123, 71)
(122, 74)
(121, 71)
(122, 75)
(122, 76)
(123, 72)
(122, 77)
(121, 72)
(123, 73)
(121, 73)
(123, 74)
(122, 78)
(121, 78)
(121, 79)
(121, 80)
(120, 80)
(121, 74)
(120, 81)
(123, 75)
(120, 79)
(123, 76)
(120, 82)
(121, 75)
(122, 79)
(119, 81)
(121, 81)
(119, 82)
(123, 77)
(122, 66)
(119, 80)
(119, 83)
(120, 83)
(121, 76)
(120, 76)
(120, 77)
(121, 82)
(118, 83)
(123, 78)
(120, 78)
(119, 78)
(118, 82)
(118, 84)
(122, 80)
(119, 79)
(121, 67)
(117, 84)
(117, 85)
(117, 86)
(118, 85)
(119, 77)
(118, 81)
(119, 84)
(117, 83)
(123, 79)
(118, 86)
(121, 69)
(121, 70)
(120, 84)
(118, 79)
(118, 80)
(117, 87)
(121, 68)
(121, 83)
(121, 77)
(118, 87)
(116, 85)
(116, 86)
(116, 87)
(116, 88)
(115, 88)
(115, 89)
(115, 90)
(114, 90)
(114, 91)
(114, 92)
(114, 93)
(114, 94)
(113, 94)
(113, 95)
(113, 96)
(112, 96)
(112, 97)
(111, 97)
(113, 97)
(112, 95)
(111, 98)
(112, 98)
(111, 96)
(111, 99)
(110, 99)
(110, 100)
(110, 98)
(114, 96)
(111, 95)
(110, 101)
(110, 97)
(111, 100)
(112, 99)
(113, 98)
(109, 101)
(109, 100)
(109, 102)
(112, 94)
(110, 102)
(109, 103)
(109, 99)
(114, 95)
(109, 104)
(108, 104)
(111, 101)
(110, 103)
(110, 96)
(114, 97)
(108, 105)
(108, 103)
(109, 105)
(108, 102)
(109, 98)
(110, 104)
(108, 101)
(111, 102)
(112, 100)
(113, 93)
(107, 105)
(108, 106)
(111, 94)
(113, 99)
(107, 104)
(108, 100)
(109, 106)
(107, 103)
(111, 103)
(112, 93)
(110, 95)
(110, 105)
(113, 92)
(109, 97)
(108, 99)
(107, 106)
(112, 101)
(107, 102)
(108, 107)
(114, 98)
