(78, 178)
(78, 178)
(79, 178)
(80, 178)
(80, 177)
(80, 176)
(80, 175)
(80, 174)
(80, 173)
(80, 172)
(80, 171)
(80, 170)
(80, 169)
(80, 168)
(81, 168)
(82, 168)
(83, 168)
(84, 168)
(85, 168)
(86, 168)
(87, 168)
(88, 168)
(89, 168)
(90, 168)
(91, 168)
(92, 168)
(93, 168)
(94, 168)
(94, 167)
(95, 167)
(95, 166)
(95, 165)
(95, 164)
(95, 163)
(95, 162)
(95, 161)
(95, 160)
(95, 159)
(95, 158)
(95, 157)
(95, 156)
(95, 155)
(95, 154)
(95, 153)
(95, 152)
(95, 151)
(95, 150)
(95, 149)
(95, 148)
(95, 147)
(95, 146)
(95, 145)
(95, 144)
(95, 143)
(95, 142)
(95, 141)
(95, 140)
(95, 139)
(95, 138)
(95, 137)
(95, 136)
(95, 135)
(95, 134)
(95, 133)
(95, 132)
(95, 131)
(95, 130)
(95, 129)
(95, 128)
(95, 127)
(95, 126)
(95, 125)
(95, 124)
(96, 124)
(96, 123)
(97, 123)
(97, 122)
(98, 122)
(98, 121)
(99, 121)
(99, 120)
(99, 119)
(99, 118)
(100, 118)
(101, 118)
(101, 117)
(101, 116)
(102, 116)
(103, 116)
(103, 115)
(103, 114)
(104, 114)
(104, 113)
(105, 113)
(105, 112)
(106, 112)
(106, 111)
(107, 111)
(107, 110)
(107, 109)
(108, 109)
(108, 108)
(109, 108)
(109, 107)
(109, 106)
(109, 105)
(109, 104)
(110, 104)
(110, 103)
(110, 102)
(111, 102)
(111, 101)
(112, 101)
(112, 100)
(113, 100)
(114, 100)
(114, 99)
(115, 99)
(115, 98)
(116, 98)
(116, 97)
(117, 97)
(117, 96)
(118, 96)
(118, 95)
(118, 94)
(119, 94)
(120, 94)
(120, 93)
(121, 93)
(121, 92)
(122, 92)
(123, 92)
(123, 91)
(123, 90)
(123, 89)
(123, 88)
(123, 87)
(123, 86)
(123, 85)
(123, 84)
(123, 83)
(123, 82)
(123, 81)
(123, 80)
(123, 79)
(123, 78)
(123, 77)
(123, 76)
(123, 75)
(123, 74)
(123, 73)
(123, 72)
(123, 71)
(123, 70)
(123, 69)
(123, 68)
(123, 67)
(123, 66)
